ICAO,CTRY
LFCK,FR
LFCL,FR
LFCM,FR
LFCN,FR
LFCO,FR
LFCP,FR
LFCQ,FR
LFCR,FR
LFCS,FR
LFCT,FR
LFCU,FR
LFCV,FR
LFCW,FR
LFCX,FR
LFCY,FR
LFCZ,FR
LFDA,FR
LFDB,FR
LFDC,FR
LFDE,FR
LFDF,FR
LFDG,FR
LFDH,FR
LFDI,FR
LFDJ,FR
LFDK,FR
LFDL,FR
LFDM,FR
LFDN,FR
LFDO,FR
LFDP,FR
LFDQ,FR
LFDR,FR
LFDS,FR
LFDT,FR
LFDU,FR
LFDV,FR
LFDW,FR
LFDX,FR
LFDY,FR
LFDZ,FR
LFEA,FR
LFEB,FR
LFEC,FR
LFED,FR
LFEF,FR
LFEG,FR
LFEH,FR
LFEI,FR
LFEJ,FR
LFEK,FR
LFEL,FR
LFEM,FR
LFEN,FR
LFEO,FR
LFEP,FR
LFEQ,FR
LFER,FR
LFES,FR
LFET,FR
LFEU,FR
LFEV,FR
LFEW,FR
LFEX,FR
LFEY,FR
LFEZ,FR
LFFB,FR
LFFC,FR
LFFD,FR
LFFE,FR
LFFG,FR
LFFH,FR
LFFI,FR
LFFJ,FR
LFFK,FR
LFFL,FR
LFFM,FR
LFFN,FR
LFFO,FR
LFFP,FR
LFFQ,FR
LFFR,FR
LFFT,FR
LFFU,FR
LFFV,FR
LFFW,FR
LFFX,FR
LFFY,FR
LFFZ,FR
LFGA,FR
LFGB,FR
LFGC,FR
LFGD,FR
LFGE,FR
LFGF,FR
LFGG,FR
LFGH,FR
LFGI,FR
LFGJ,FR
LFGK,FR
LFGL,FR
LFGM,FR
LFGN,FR
LFGO,FR
LFGP,FR
LFGQ,FR
LFGR,FR
LFGS,FR
LFGT,FR
LFGU,FR
LFGV,FR
LFGW,FR
LFGX,FR
LFGY,FR
LFGZ,FR
LFHA,FR
LFHC,FR
LFHD,FR
LFHE,FR
LFHF,FR
LFHG,FR
LFHH,FR
LFHI,FR
LFHJ,FR
LFHL,FR
LFHM,FR
LFHN,FR
LFHO,FR
LFHP,FR
LFHQ,FR
LFHR,FR
LFHS,FR
LFHT,FR
LFHU,FR
LFHV,FR
LFHW,FR
LFHX,FR
LFHY,FR
LFHZ,FR
LFIB,FR
LFID,FR
LFIF,FR
LFIG,FR
LFIH,FR
LFIK,FR
LFIL,FR
LFIM,FR
LFIO,FR
LFIP,FR
LFIR,FR
LFIS,FR
LFIT,FR
LFIV,FR
LFIX,FR
LFIY,FR
LFJA,FR
LFJB,FR
LFJC,FR
LFJD,FR
LFJE,FR
LFJF,FR
LFJH,FR
LFJI,FR
LFJL,FR
LFJM,FR
LFJR,FR
LFJS,FR
LFJT,FR
LFJU,FR
LFJV,FR
LFJY,FR
LFKA,FR
LFKB,FR
LFKC,FR
LFKD,FR
LFKE,FR
LFKF,FR
LFKG,FR
LFKH,FR
LFKJ,FR
LFKL,FR
LFKM,FR
LFKO,FR
LFKP,FR
LFKS,FR
LFKT,FR
LFKX,FR
LFKY,FR
LFKZ,FR
LFLA,FR
LFLB,FR
LFLC,FR
LFLD,FR
LFLE,FR
LFLG,FR
LFLH,FR
LFLI,FR
LFLJ,FR
LFLK,FR
LFLL,FR
LFLM,FR
LFLN,FR
LFLO,FR
LFLP,FR
LFLQ,FR
LFLR,FR
LFLS,FR
LFLT,FR
LFLU,FR
LFLV,FR
LFLW,FR
LFLX,FR
LFLY,FR
LFLZ,FR
LFMA,FR
LFMC,FR
LFMD,FR
LFME,FR
LFMF,FR
LFMG,FR
LFMH,FR
LFMI,FR
LFMK,FR
LFML,FR
LFMN,FR
LFMO,FR
LFMP,FR
LFMQ,FR
LFMR,FR
LFMS,FR
LFMT,FR
LFMU,FR
LFMV,FR
LFMW,FR
LFMX,FR
LFMY,FR
LFMZ,FR
LFNA,FR
LFNB,FR
LFNC,FR
LFND,FR
LFNE,FR
LFNF,FR
LFNG,FR
LFNH,FR
LFNJ,FR
LFNL,FR
LFNO,FR
LFNP,FR
LFNQ,FR
LFNR,FR
LFNS,FR
LFNT,FR
LFNU,FR
LFNV,FR
LFNW,FR
LFNX,FR
LFNY,FR
LFNZ,FR
LFOA,FR
LFOB,FR
LFOC,FR
LFOD,FR
LFOE,FR
LFOF,FR
LFOG,FR
LFOH,FR
LFOI,FR
LFOJ,FR
LFOK,FR
LFOL,FR
LFOM,FR
LFON,FR
LFOO,FR
LFOP,FR
LFOQ,FR
LFOR,FR
LFOS,FR
LFOT,FR
LFOU,FR
LFOV,FR
LFOW,FR
LFOX,FR
LFOY,FR
LFOZ,FR
LFPA,FR
LFPB,FR
LFPC,FR
LFPD,FR
LFPE,FR
LFPF,FR
LFPG,FR
LFPH,FR
LFPI,FR
LFPK,FR
LFPL,FR
LFPM,FR
LFPN,FR
LFPO,FR
LFPP,FR
LFPQ,FR
LFPR,FR
LFPT,FR
LFPU,FR
LFPV,FR
LFPX,FR
LFPY,FR
LFPZ,FR
LFQ,CN
LFQA,FR
LFQB,FR
LFQC,FR
LFQD,FR
LFQE,FR
LFQF,FR
LFQG,FR
LFQH,FR
LFQI,FR
LFQJ,FR
LFQK,FR
LFQL,FR
LFQM,FR
LFQN,FR
LFQO,FR
LFQP,FR
LFQQ,FR
LFQR,FR
LFQS,FR
LFQT,FR
LFQU,FR
LFQV,FR
LFQW,FR
LFQX,FR
LFQY,FR
LFQZ,FR
LFRA,FR
LFRB,FR
LFRC,FR
LFRD,FR
LFRE,FR
LFRF,FR
LFRG,FR
LFRH,FR
LFRI,FR
LFRJ,FR
LFRK,FR
LFRL,FR
LFRM,FR
LFRN,FR
LFRO,FR
LFRP,FR
LFRQ,FR
LFRS,FR
LFRT,FR
LFRU,FR
LFRV,FR
LFRW,FR
LFRZ,FR
LFSA,FR
LFSB,FR
LFSC,FR
LFSD,FR
LFSE,FR
LFSF,FR
LFSG,FR
LFSH,FR
LFSI,FR
LFSJ,FR
LFSK,FR
LFSL,FR
LFSM,FR
LFSN,FR
LFSO,FR
LFSP,FR
LFSQ,FR
LFSR,FR
LFSS,FR
LFST,FR
LFSU,FR
LFSV,FR
LFSW,FR
LFSX,FR
LFSY,FR
LFSZ,FR
LFTF,FR
LFTH,FR
LFTM,FR
LFTN,FR
LFTP,FR
LFTQ,FR
LFTR,FR
LFTU,FR
LFTW,FR
LFTZ,FR
LFVM,PM
LFVP,PM
LFXA,FR
LFXB,FR
LFXC,FR
LFXG,FR
LFXH,FR
LFXI,FR
LFXM,FR
LFXQ,FR
LFXR,FR
LFXU,FR
LFYD,FR
LFYG,FR
LFYH,FR
LFYK,FR
LFYL,FR
LFYM,FR
LFYR,FR
LFYS,FR
LFYT,FR
LFYV,FR
LG53,GR
LG54,GR
LG55,GR
LG56,GR
LGAD,GR
LGAG,GR
LGAL,GR
LGAM,GR
LGAT,GR
LGAV,GR
LGAX,GR
LGBL,GR
LGE,AU
LGEL,GR
LGEP,GR
LGHI,GR
LGHL,GR
LGIK,GR
LGIO,GR
LGIR,GR
LGKA,GR
LGKC,GR
LGKF,GR
LGKJ,GR
LGKL,GR
LGKM,GR
LGKN,GR
LGKO,GR
LGKP,GR
LGKR,GR
LGKS,GR
LGKV,GR
LGKY,GR
LGKZ,GR
LGLE,GR
LGLM,GR
LGLR,GR
LGLX,GR
LGM,PG
LGMG,GR
LGMK,GR
LGML,GR
LGMR,GR
LGMT,GR
LGN,PG
LGNX,GR
LGP,PH
LGPA,GR
LGPL,GR
LGPZ,GR
LGRD,GR
LGRP,GR
LGRS,AU
LGRX,GR
LGSA,GR
LGSD,GR
LGSK,GR
LGSM,GR
LGSO,GR
LGSP,GR
LGSR,GR
LGST,GR
LGSV,GR
LGSY,GR
LGTG,GR
LGTL,GR
LGTP,GR
LGTS,GR
LGTT,GR
LGVO,GR
LGZA,GR
LH0,HU
LH58,HU
LHBA,HU
LHBB,HU
LHBC,HU
LHBF,HU
LHBO,HU
LHBP,HU
LHBS,HU
LHCL,HU
LHDC,HU
LHDK,HU
LHDV,HU
LHEC,HU
LHEM,HU
LHER,HU
LHFC,HU
LHFH,HU
LHFM,HU
LHFP,HU
LHGD,HU
LHGM,HU
LHGR,HU
LHGU,HU
LHGY,HU
LHHH,HU
LHHO,HU
LHJK,HU
LHKC,HU
LHKD,HU
LHKE,HU
LHKH,HU
LHKI,HU
lhkk,HU
LHKT,HU
LHKV,HU
LHLI,HU
LHMC,HU
LHMR,HU
LHNK,HU
LHNS,HU
LHNY,HU
LHOY,HU
LHP,PG
LHPA,HU
LHPP,HU
LHPR,HU
LHS,US
LHSA,HU
LHSB,HU
LHSI,HU
LHSK,HU
LHSM,HU
LHSN,HU
LHSS,HU
LHSU,HU
LHSY,HU
LHSZ,HU
LHTA,HU
LHTE,HU
LHTL,HU
LHTM,HU
LHUD,HU
LHUH,HU
LHVE,HU
LHZA,HU
LHZK,HU
LI-0001,LI
LIAA,IT
LIAF,IT
LIAL,IT
LIAP,IT
LIAQ,IT
LIAR,IT
LIAT,IT
LIAU,IT
LIBA,IT
LIBC,IT
LIBD,IT
LIBF,IT
LIBG,IT
LIBH,IT
LIBJ,IT
LIBN,IT
LIBP,IT
LIBR,IT
LIBV,IT
LIBX,IT
LICA,IT
LICB,IT
LICC,IT
LICD,IT
LICG,IT
LICJ,IT
LICL,IT
LICP,IT
LICR,IT
LICT,IT
LICZ,IT
LIDA,IT
LIDB,IT
LIDC,IT
LIDE,IT
LIDF,IT
LIDG,IT
LIDH,IT
LIDI,IT
LIDK,IT
LIDL,IT
LIDM,IT
LIDP,IT
LIDR,IT
LIDS,IT
LIDT,IT
LIDU,IT
LIDV,IT
LIDW,IT
LIEA,IT
LIED,IT
LIEE,IT
LIEO,IT
LIER,IT
LIET,IT
LILA,IT
LILB,IT
LILC,IT
LILE,IT
LILG,IT
LILH,IT
LILI,IT
LILM,IT
LILN,IT
LILO,IT
LILQ,IT
LILR,IT
LILS,IT
LILT,IT
LILV,IT
LILY,IT
LIMA,IT
LIMB,IT
LIMC,IT
LIME,IT
LIMF,IT
LIMG,IT
LIMH,IT
LIMJ,IT
LIML,IT
LIMN,IT
LIMP,IT
LIMR,IT
LIMS,IT
LIMW,IT
LIMZ,IT
LINF,IT
LINL,IT
LIPA,IT
LIPB,IT
LIPC,IT
LIPD,IT
LIPE,IT
LIPF,IT
LIPG,IT
LIPH,IT
LIPI,IT
LIPK,IT
LIPL,IT
LIPM,IT
LIPN,IT
LIPO,IT
LIPQ,IT
LIPR,IT
LIPS,IT
LIPT,IT
LIPU,IT
LIPV,IT
LIPX,IT
LIPY,IT
LIPZ,IT
LIQB,IT
LIQG,IT
LIQL,IT
LIQN,IT
LIQS,IT
LIQW,IT
LIRA,IT
LIRB,IT
LIRC,IT
LIRE,IT
LIRF,IT
LIRG,IT
LIRH,IT
LIRI,IT
LIRJ,IT
LIRL,IT
LIRM,IT
LIRN,IT
LIRP,IT
LIRQ,IT
LIRS,IT
LIRU,IT
LIRV,IT
LIRZ,IT
LIVD,IT
LIVV,IT
LJAJ,SI
LJBL,SI
LJBO,SI
LJCE,SI
LJCL,SI
LJDI,SI
LJLJ,SI
LJMB,SI
LJMS,SI
LJNM,SI
LJPO,SI
LJPT,SI
LJPZ,SI
LJSG,SI
LJSK,SI
LJVE,SI
LK-0001,LK
LK-0002,LK
LKBA,CZ
LKBC,CZ
LKBE,CZ
LKBL,CZ
LKBO,CZ
LKBR,CZ
LKBU,CZ
LKC,CG
LKCB,CZ
LKCE,CZ
LKCH,CZ
LKCL,CZ
LKCM,CZ
LKCO,CZ
LKCR,CZ
LKCS,CZ
LKCT,CZ
LKCV,CZ
LKDK,CZ
LKER,CZ
LKFR,CZ
LKHB,CZ
LKHC,CZ
LKHD,CZ
LKHK,CZ
LKHN,CZ
LKHO,CZ
LKHR,CZ
LKHS,CZ
LKHV,CZ
LKJA,CZ
LKJC,CZ
LKJH,CZ
LKJI,CZ
LKKA,CZ
LKKB,CZ
LKKC,CZ
LKKL,CZ
LKKM,CZ
LKKO,CZ
LKKR,CZ
LKKT,CZ
LKKU,CZ
LKKV,CZ
LKKY,CZ
LKLB,CZ
LKLN,CZ
LKLT,CZ
LKMB,CZ
LKMH,CZ
LKMI,CZ
LKMK,CZ
LKMO,CZ
LKMR,CZ
LKMT,CZ
LKNA,CZ
LKNM,CZ
LKNY,CZ
LKOL,CZ
LKOT,CZ
LKPA,CZ
LKPC,CZ
LKPD,CZ
LKPI,CZ
LKPJ,CZ
LKPK,CZ
LKPL,CZ
LKPM,CZ
LKPN,CZ
LKPO,CZ
LKPR,CZ
LKPS,CZ
LKPV,CZ
LKRA,CZ
LKRK,CZ
LKRO,CZ
LKRY,CZ
LKSA,CZ
LKSB,CZ
LKSK,CZ
LKSN,CZ
LKSO,CZ
LKSP,CZ
LKSR,CZ
LKST,CZ
LKSU,CZ
LKSZ,CZ
LKTA,CZ
LKTB,CZ
LKTC,CZ
LKTD,CZ
LKTO,CZ
LKTV,CZ
LKUL,CZ
LKUO,CZ
LKVL,CZ
LKVM,CZ
LKVO,CZ
LKVP,CZ
LKVR,CZ
LKVY,CZ
LKZA,CZ
LKZB,CZ
LKZC,CZ
LKZD,CZ
LKZM,CZ
LKZN,CZ
LL01,US
LL04,US
LL07,US
LL09,US
LL10,US
LL11,US
LL12,US
LL13,US
LL18,US
LL1A,IL
LL1B,IL
LL20,US
LL22,US
LL23,US
LL24,US
LL25,US
LL26,US
LL27,US
LL28,US
LL29,US
LL32,US
LL33,US
LL34,US
LL35,US
LL36,US
LL37,US
LL38,US
LL39,US
LL40,US
LL42,US
LL43,US
LL44,US
LL45,US
LL46,US
LL47,US
LL48,US
LL49,US
LL51,US
LL52,US
LL53,US
LL54,US
LL55,US
LL56,US
LL59,IL
LL60,IL
LL61,US
LL64,US
LL65,US
LL66,US
LL69,US
LL74,US
LL75,US
LL78,US
LL79,US
LL80,US
LL81,US
LL82,US
LL83,US
LL84,US
LL87,US
LL88,US
LL89,US
LL90,US
LL91,US
LL94,US
LL95,US
LL97,US
LL98,US
LLAZ,PS
LLBG,IL
LLBL,IL
LLBO,IL
LLBS,IL
LLEK,IL
LLER,IL
LLES,IL
LLET,IL
LLEY,IL
LLFK,IL
LLH,HN
LLHA,IL
LLHB,IL
LLHD,IL
LLHS,IL
LLHY,IL
LLHZ,IL
LLIB,IL
LLIC,IL
LLKS,IL
LLL,AU
LLMG,IL
LLMR,IL
LLMZ,IL
LLNV,IL
LLOV,IL
LLPO,IL
LLRB,IL
LLRD,IL
LLRM,IL
LLSD,IL
LLSM,IL
LLSR,IL
LLTN,IL
LLYO,IL
LMC,CO
LMMG,MT
LMML,MT
LMZ,MZ
LNC,PG
LNF,PG
LNM,PG
LNMC,MC
LNQ,PG
LOAA,AT
LOAB,AT
LOAC,AT
LOAD,AT
LOAE,AT
LOAF,AT
LOAG,AT
LOAH,AT
LOAJ,AT
LOAK,AT
LOAL,AT
LOAM,AT
LOAN,AT
LOAO,AT
LOAP,AT
LOAQ,AT
LOAR,AT
LOAS,AT
LOAT,AT
LOAU,AT
LOAV,AT
LOAW,AT
LOAX,AT
LOAY,AT
LOAZ,AT
LOBA,AT
LOBF,AT
LOBI,AT
LOBM,AT
LODL,AT
LODO,AT
LOF,MH
LOGA,AT
LOGC,AT
LOGF,AT
LOGG,AT
LOGH,AT
LOGI,AT
LOGJ,AT
LOGK,AT
LOGL,AT
LOGM,AT
LOGO,AT
LOGP,AT
LOGR,AT
LOGT,AT
LOGW,AT
LOHD,AT
LOIA,AT
LOIB,AT
LOIC,AT
LOID,AT
LOIE,AT
LOIG,AT
LOIH,AT
LOII,AT
LOIJ,AT
LOIK,AT
LOIL,AT
LOIM,AT
LOIN,AT
LOIO,AT
LOIP,AT
LOIQ,AT
LOIR,AT
LOIS,AT
LOIT,AT
LOIU,AT
LOIV,AT
LOIW,AT
LOIX,AT
LOIY,AT
LOIZ,AT
LOJK,AT
LOJM,AT
LOJO,AT
LOJP,AT
LOJT,AT
LOJZ,AT
LOKA,AT
LOKB,AT
LOKC,AT
LOKD,AT
LOKF,AT
LOKG,AT
LOKH,AT
LOKI,AT
LOKJ,AT
LOKK,AT
LOKL,AT
LOKM,AT
LOKN,AT
LOKO,AT
LOKP,AT
LOKQ,AT
LOKR,AT
LOKS,AT
LOKT,AT
LOKU,AT
LOKV,AT
LOKW,AT
LOKX,AT
LOKY,AT
LOKZ,AT
LOLC,AT
LOLD,AT
LOLE,AT
LOLF,AT
LOLG,AT
LOLH,AT
LOLK,AT
LOLM,AT
LOLO,AT
LOLS,AT
LOLT,AT
LOLU,AT
LOLW,AT
LOM,MX
LOMP,AT
LOMW,AT
LOR,US
LOSJ,AT
LOSL,AT
LOSM,AT
LOSS,AT
LOWG,AT
LOWI,AT
LOWK,AT
LOWL,AT
LOWS,AT
LOWW,AT
LOWZ,AT
LOXA,AT
LOXH,AT
LOXI,AT
LOXN,AT
LOXS,AT
LOXT,AT
LOXZ,AT
LP77,PT
LPAG,PT
LPAR,PT
LPAV,PT
LPAZ,PT
LPBG,PT
LPBH,PT
LPBJ,PT
LPBR,PT
LPCB,PT
LPCC,PT
LPCD,PT
LPCH,PT
LPCI,PT
LPCL,PT
LPCO,PT
LPCR,PT
LPCS,PT
LPCV,PT
LPDA,PT
LPER,PT
LPEV,PT
LPFL,PT
LPFR,PT
LPGO,PT
LPGR,PT
LPHB,PT
LPHC,PT
LPHR,PT
LPIN,PT
LPJB,PT
LPJF,PT
LPJO,PT
LPLA,PT
LPLZ,PT
LPMA,PT
LPMB,PT
LPMC,PT
LPMD,PT
LPMF,PT
LPMI,PT
LPMO,PT
LPMP,PT
LPMR,PT
LPMT,PT
LPMU,PT
LPMZ,PT
LPNV,PT
LPOT,PT
LPOV,PT
LPPA,PT
LPPB,PT
LPPD,PT
LPPI,PT
LPPJ,PT
LPPM,PT
LPPR,PT
LPPS,PT
LPPT,PT
LPPV,PT
LPSC,PT
LPSI,PT
LPSJ,PT
LPSM,PT
LPSO,PT
LPSR,PT
LPST,PT
LPTH,PT
LPTM,PT
LPTN,PT
LPVC,PT
LPVL,PT
LPVR,PT
LPVZ,PT
LPXR,PT
LQBI,BA
LQBK,BA
LQCO,BA
LQGL,BA
LQJL,BA
LQLV,BA
LQMO,BA
LQPD,BA
LQSA,BA
LQTZ,BA
LQVI,BA
LR-0001,LR
LR-0002,LR
LR79,RO
LR80,RO
LR81,RO
LR82,RO
LRAR,RO
LRBC,RO
LRBG,RO
LRBM,RO
LRBN,RO
LRBS,RO
LRCD,RO
LRCK,RO
LRCL,RO
LRCS,RO
LRCT,RO
LRCV,RO
LRFL,RO
LRIA,RO
LRO,US
LROD,RO
LROP,RO
LROV,RO
LRPH,RO
LRPT,RO
lrpv,RO
LRSB,RO
LRSM,RO
LRSV,RO
LRTC,RO
LRTM,RO
LRTR,RO
LRTZ,RO
LS00,US
LS01,US
LS02,US
LS03,US
LS04,US
LS05,US
LS06,US
LS07,US
LS08,US
LS09,US
LS10,US
LS11,US
LS12,US
LS13,US
LS14,US
LS15,US
LS16,US
LS17,US
LS18,US
LS19,US
LS20,US
LS21,US
LS22,US
LS23,US
LS24,US
LS25,US
LS26,US
LS27,US
LS28,US
LS29,US
LS30,US
LS31,US
LS32,US
LS33,US
LS34,US
LS35,US
LS36,US
LS37,US
LS38,US
LS39,US
LS40,US
LS41,US
LS42,US
LS43,US
LS44,US
LS45,US
LS46,US
LS47,US
LS48,US
LS49,US
LS50,US
LS51,US
LS52,US
LS53,US
LS54,US
LS55,US
LS56,US
LS57,US
LS58,US
LS59,US
LS60,US
LS61,US
LS62,US
LS63,US
LS64,US
LS65,US
LS66,US
LS67,US
LS68,US
LS69,US
LS70,US
LS71,US
LS72,US
LS73,US
LS74,US
LS75,US
LS76,US
LS77,US
LS78,US
LS79,US
LS80,US
LS81,US
LS82,US
LS83,US
LS84,US
LS85,US
LS86,US
LS87,US
LS89,US
LS90,US
LS91,US
LS92,US
LS93,US
LS94,US
LS95,US
LS96,US
LS97,US
LS98,US
LS99,US
LSD,US
LSER,CH
LSEZ,CH
LSGB,CH
LSGC,CH
LSGE,CH
LSGG,CH
LSGK,CH
LSGL,CH
LSGN,CH
LSGP,CH
LSGR,CH
LSGS,CH
LSGT,CH
LSGY,CH
LSHC,CH
LSHG,CH
LSHI,CH
LSMA,CH
LSMD,CH
LSME,CH
LSMF,CH
LSMI,CH
LSMJ,CH
LSML,CH
LSMM,CH
LSMP,CH
LSPA,CH
LSPD,CH
LSPF,CH
LSPG,CH
LSPH,CH
LSPK,CH
LSPL,CH
LSPM,CH
LSPN,CH
LSPO,CH
LSPU,CH
LSPV,CH
LSR,US
LSTA,CH
LSTB,CH
LSTO,CH
LSTR,CH
LSTS,CH
LSTZ,CH
LSXB,LI
LSXG,CH
LSXH,CH
LSXL,CH
LSXM,CH
LSXO,CH
LSXP,CH
LSXR,CH
LSXS,CH
LSXU,CH
LSXV,CH
LSXW,CH
LSXY,CH
LSZA,CH
LSZB,CH
LSZC,CH
LSZD,CH
LSZE,CH
LSZF,CH
LSZG,CH
LSZH,CH
LSZI,CH
LSZJ,CH
LSZK,CH
LSZL,CH
LSZN,CH
LSZO,CH
LSZP,CH
LSZQ,CH
LSZR,CH
LSZS,CH
LSZT,CH
LSZU,CH
LSZV,CH
LSZW,CH
LSZX,CH
LSZY,CH
LT-0001,LT
LT-0002,LT
LT-0003,LT
LT-0004,LT
LT-0005,LT
LT-0006,LT
LT-0007,LT
LT-0008,LT
LT-0009,LT
LT-0010,LT
LT-0011,LT
LT-0012,LT
LT-0013,LT
LT-0014,LT
LT-0015,LT
LT-0016,LT
LT-0017,LT
LT-0018,LT
LT-0019,LT
LT-0020,LT
LT-9517,LT
LT86,TR
LTAB,TR
LTAC,TR
LTAD,TR
LTAE,TR
LTAF,TR
LTAG,TR
LTAH,TR
LTAI,TR
LTAJ,TR
LTAK,TR
LTAL,TR
LTAM,TR
LTAN,TR
LTAO,TR
LTAP,TR
LTAQ,TR
LTAR,TR
LTAS,TR
LTAT,TR
LTAU,TR
LTAV,TR
LTAW,TR
LTAX,TR
LTAY,TR
LTAZ,TR
LTB,AU
LTBA,TR
LTBC,TR
LTBD,TR
LTBE,TR
LTBF,TR
LTBG,TR
LTBH,TR
LTBI,TR
LTBJ,TR
LTBK,TR
LTBL,TR
LTBM,TR
LTBN,TR
LTBO,TR
LTBP,TR
LTBQ,TR
LTBR,TR
LTBS,TR
LTBT,TR
LTBU,TR
LTBV,TR
LTBW,TR
LTBX,TR
LTBY,TR
LTBZ,TR
LTCA,TR
LTCC,TR
LTCD,TR
LTCE,TR
LTCF,TR
LTCG,TR
LTCH,TR
LTCI,TR
LTCJ,TR
LTCK,TR
LTCL,TR
LTCM,TR
LTCN,TR
LTCO,TR
LTCP,TR
LTCR,TR
LTCS,TR
LTCV,TR
LTCW,TR
LTDA,TR
LTF,PG
LTFA,TR
LTFB,TR
LTFC,TR
LTFD,TR
LTFE,TR
LTFH,TR
LTFJ,TR
LTFM,TR
LTGP,TR
LTH,US
LTXE,TR
LU-0001,LU
LU-0002,LU
LU-0003,LU
LU-0004,LU
LU-0005,LU
LU-0006,LU
LUBL,MD
LUBM,MD
LUCH,MD
LUCL,MD
LUKK,MD
LUTR,MD
LUZ,PL
LV-0001,LV
LV-0002,LV
LV-0003,LV
LV-0004,LV
LV-0005,LV
LV-0006,LV
LV-0007,LV
LV-0008,LV
LV-0009,LV
LV-0010,LV
LV-0011,LV
LV-0012,LV
LV-0013,LV
LV-0014,LV
LV-0015,LV
LV-0016,LV
LV-0017,LV
LV-0018,LV
LV-0019,LV
LV-0020,LV
LV-0021,LV
LV-0022,LV
LV-0023,LV
LV-0024,LV
LV-0025,LV
LV-0026,LV
LV-0027,LV
LV-0028,LV
LV-0029,LV
LV-0030,LV
LV-0031,LV
LV-0032,LV
LV-0033,LV
LV-0034,LV
LV-0035,LV
LV-0036,LV
LV-0037,LV
LV-0038,LV
LV-0039,LV
LV-0040,LV
LV-0041,LV
LV-0042,LV
LV-0043,LV
LV-0044,LV
LV-0045,LV
LV-0046,LV
LV-0047,LV
LV-0048,LV
LV-0049,LV
LV-1288,LV
LV-7721,LV
LV-8037,LV
LVB,BR
LVGZ,PS
LW66,MK
LW67,MK
LW68,MK
LW69,MK
LW70,MK
LW71,MK
LW72,MK
LW73,MK
LW74,MK
LW75,MK
LW76,MK
LWA,PH
LWD,US
LWOH,MK
LWSK,MK
LXGB,GI
LY-0001,LY
LY-0002,LY
LY-0003,LY
LY-0004,LY
LY-0005,LY
LY-0006,LY
LY-0007,LY
LY-0008,LY
LY-0009,LY
LY-0010,LY
LY-0011,LY
LY-BCQ,LY
LY-DNF,LY
LY-MRA,LY
LY-QUB,LY
LY87,RS
LY88,RS
LY89,RS
LYBE,RS
LYBJ,RS
LYBR,ME
LYBS,XK
LYBT,RS
LYCA,RS
LYDK,XK
LYJA,RS
LYKA,RS
LYKI,RS
LYKT,RS
LYKV,RS
LYLE,RS
LYNI,RS
LYNK,ME
LYNS,RS
LYPA,RS
LYPG,ME
LYPN,RS
LYPO,ME
LYPT,XK
LYSM,RS
LYSO,RS
LYSP,RS
LYSU,RS
LYTR,RS
LYTV,ME
LYVA,RS
LYVR,RS
LYZR,RS
LZBD,SK
LZDB,SK
LZDV,SK
LZHL,SK
LZIB,SK
LZJS,SK
LZKC,SK
LZKS,SK
LZKZ,SK
LZLU,SK
LZMA,SK
LZMC,SK
LZNI,SK
LZNZ,SK
LZO,CN
LZOC,SK
LZPE,SK
LZPP,SK
LZPT,SK
LZPW,SK
LZRU,SK
LZRY,SK
LZSE,SK
LZSK,SK
LZSL,SK
LZSV,SK
LZSY,SK
LZTN,SK
LZTR,SK
LZTT,SK
LZVB,SK
LZZI,SK
M00,US
M06,US
M10,US
M14,US
M26,US
M28,US
M35,US
M38,US
M47,US
M49,US
M57,US
M61,US
M62,US
M69,US
M74,US
M84,US
M86,US
M97,US
MA-GLN,MA
MA01,US
MA02,US
MA07,US
MA10,US
MA11,US
MA12,US
MA13,US
MA14,US
MA15,US
MA16,US
MA17,US
MA18,US
MA19,US
MA2,US
MA20,US
MA21,US
MA22,US
MA23,US
MA24,US
MA25,US
MA26,US
MA27,US
MA28,US
MA29,US
MA30,US
MA31,US
MA32,US
MA33,US
MA34,US
MA35,US
MA36,US
MA37,US
MA38,US
MA39,US
MA40,US
MA41,US
MA42,US
MA43,US
MA44,US
MA45,US
MA46,US
MA47,US
MA48,US
MA49,US
MA50,US
MA51,US
MA52,US
MA53,US
MA54,US
MA55,US
MA56,US
MA57,US
MA58,US
MA59,US
MA6,US
MA60,US
MA62,US
MA63,US
MA64,US
MA65,US
MA66,US
MA67,US
MA68,US
MA69,US
MA70,US
MA71,US
MA72,US
MA73,US
MA74,US
MA75,US
MA76,US
MA77,US
MA78,US
MA79,US
MA80,US
MA81,US
MA82,US
MA83,US
MA84,US
MA85,US
MA86,US
MA87,US
MA88,US
MA89,US
MA90,US
MA91,US
MA92,US
MA93,US
MA94,US
MA95,US
MA96,US
MA97,US
MA98,US
MA99,US
MAP,PG
MBAC,TC
MBGT,TC
MBMC,TC
MBNC,TC
MBPI,TC
MBPV,TC
MBSC,TC
MBSY,TC
MC-0001,MC
MC-0002,MC
MD-0001,MD
MD-0002,MD
MD-0003,MD
MD-0004,MD
MD00,US
MD01,US
MD02,US
MD03,US
MD04,US
MD05,US
MD06,US
MD07,US
MD08,US
MD09,US
MD1,US
MD10,US
MD11,US
MD12,US
MD13,US
MD14,US
MD15,US
MD16,US
MD17,US
MD18,US
MD19,US
MD20,US
MD21,US
MD22,US
MD23,US
MD24,US
MD25,US
MD26,US
MD27,US
MD28,US
MD29,US
MD30,US
MD31,US
MD32,US
MD33,US
MD34,US
MD35,US
